Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount,Id,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
Stranger In A Strange Land: Library Edition,"In 'Vreemdelingen in hun eigen land' verlaat de beroemde socioloog Arlie Hochschild Californië, haar progressief linkse, kosmopolitische enclave vol gelijkgestemden, en trekt vijf jaar op met haar rechtse landgenoten in Louisiana, een van de armste en meest conservatieve staten van Amerika. Daar leert ze mensen kennen die een heel ander leven leiden en er ideeën op nahouden die haaks staan op die van haar. Hochschild raakt bevriend met een automonteur, een aannemer, een telefoonreparateur, een handelsreiziger, een vrachtwagenchauffeur, een conciërge en een gospelzanger, en probeert te achterhalen waarom zij tegen hun eigen belangen in aanhangers zijn van politici als Donald Trump en op hem stemmen. Het blijkt dat de angst voor culturele achterstelling, economische achteruitgang en het gevoel verraden te zijn door de staat doorslaggevend zijn. Tijdens haar zoektocht vindt Hochschild antwoorden op een van de cruciale vragen van de hedendaagse westerse politiek: waarom verzetten mensen zich met hand en tand tegen 'progressieve' overheidsinterventies terwijl zij daar zelf het meest van kunnen profiteren? Een must read voor iedereen die de opkomst van het rechtspopulisme en de alt-right-beweging wil doorgronden.",['Arlie Russell Hochschild'],http://books.google.com/books/content?id=Zd8yDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Zd8yDwAAQBAJ&printsec=frontcover&dq=Stranger+In+A+Strange+Land:+Library+Edition&hl=&cd=1&source=gbs_api,Amsterdam University Press,2017-08-29,http://books.google.nl/books?id=Zd8yDwAAQBAJ&dq=Stranger+In+A+Strange+Land:+Library+Edition&hl=&source=gbs_api,['Social Science'],,0786185945,108.0,A2V159IVCF1HTO,"Jim Richards ""mr_grumpy""",0/1,4.0,1231459200,Science Fiction was just the tool.,"This is one hefty tome. Not just in volume, but in the power it expresses through its ideas. Philip K. Dick said good science fiction should be a reflection of the current society, using science fiction to get away with heretical things. (Well, he said something like that.) And I think that this book does that well. Very well. The main character brought up on Mars by Martians, in such an alien culture that there's nothing similar at all to Earth, becomes a mirror to everything moral and normal. For the main character Western attitudes towards sex and religion are alien topics and his actions and our actions are incompatible. To the point where he sets his own commune up and is persecuted for doing so.Generally the book has very little science in it at all. It uses the science as a tool to deal with plot points that we don't need to be bogged down with. Generally it's all about the dialogue: the discussion and analysis between characters, and the changes they under go. Oddly, Heinlein was still stuck in his world view of both society and technology of the 50s. It had the feel of being futuristic and old world. We have flying cars but still tape feed film cameras. It's a society very much stuck in the Western capitalist world view, and there's very little discussion of non Western ways of thinking.But reading it now, it doesn't seem as shocking as it must have been to warrant removal of 60,000 words. But it did have the words taken out, so it must have been shocking. An act of self-censorship enforced by the gatekeepers of the time. Is it shocking now? No, I don't think so. Society has moved on and we need something much more shocking to wake us up out of the stupor that we inhabit now."
Stranger In A Strange Land: Library Edition,"In 'Vreemdelingen in hun eigen land' verlaat de beroemde socioloog Arlie Hochschild Californië, haar progressief linkse, kosmopolitische enclave vol gelijkgestemden, en trekt vijf jaar op met haar rechtse landgenoten in Louisiana, een van de armste en meest conservatieve staten van Amerika. Daar leert ze mensen kennen die een heel ander leven leiden en er ideeën op nahouden die haaks staan op die van haar. Hochschild raakt bevriend met een automonteur, een aannemer, een telefoonreparateur, een handelsreiziger, een vrachtwagenchauffeur, een conciërge en een gospelzanger, en probeert te achterhalen waarom zij tegen hun eigen belangen in aanhangers zijn van politici als Donald Trump en op hem stemmen. Het blijkt dat de angst voor culturele achterstelling, economische achteruitgang en het gevoel verraden te zijn door de staat doorslaggevend zijn. Tijdens haar zoektocht vindt Hochschild antwoorden op een van de cruciale vragen van de hedendaagse westerse politiek: waarom verzetten mensen zich met hand en tand tegen 'progressieve' overheidsinterventies terwijl zij daar zelf het meest van kunnen profiteren? Een must read voor iedereen die de opkomst van het rechtspopulisme en de alt-right-beweging wil doorgronden.",['Arlie Russell Hochschild'],http://books.google.com/books/content?id=Zd8yDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Zd8yDwAAQBAJ&printsec=frontcover&dq=Stranger+In+A+Strange+Land:+Library+Edition&hl=&cd=1&source=gbs_api,Amsterdam University Press,2017-08-29,http://books.google.nl/books?id=Zd8yDwAAQBAJ&dq=Stranger+In+A+Strange+Land:+Library+Edition&hl=&source=gbs_api,['Social Science'],,0786185945,108.0,,,3/7,1.0,934848000,Boring... I mean BORING boring,"After reading this book and &quot;I Will Fear no Evil&quot; (which I couldn't even finish), I don't think I will ever read one of Heinlein's books again. It was a complete waste of my time, but of course, that is my opinion..."
The Book of the Dead,"When Alex Sennefer's mother uses the Lost Spells from the Egyptian Book of the Dead to bring her son from the brink of dying, she also brings back five Death Walkers, leaving Alex and his best friend to find his mother and save the world.",['Michael Northrop'],http://books.google.com/books/content?id=ifkfvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=ifkfvgEACAAJ&dq=The+Book+of+the+Dead&hl=&cd=1&source=gbs_api,Scholastic,2015,http://books.google.nl/books?id=ifkfvgEACAAJ&dq=The+Book+of+the+Dead&hl=&source=gbs_api,['Juvenile Fiction'],3.0,B000G12CGS,,A3AFCZTWL5VNNR,"ellen ""ellen in atlanta""",3/5,5.0,1149292800,This is the best of the Pendergast series!!,"This book was much anticipated - with the disappointment of Dance of Death, I wanted to see if Preston/Child got their acts together, and boy did they - I read this book in one session - was hooked from page 1.This takes us back to the Museum of Natural History, where we began in Relic, and the opening of another exhibit, this time a ancient Egyptian tomb that has been literally bricked up for over 50 years in the museum - We see our old friends from earlier works, including non Pendergast books, and they all mesh together beautifully.Agent Pendergast is in a high security prison, framed by his equally genius brother Diogenes. Diogenes, has been a busy boy - he stole the Museum's diamond collection, ground them to dust and sent the dust to the museum. He is able to enter Pendergast's boarded up home and woo the much protected ward Constance toward 'the dark side'. That path is sensual and exciting, and there are many revelations about Constance that make the story more rounded -The ending made me have a quick intake of breath - it took me unawares! So many of the stories in the series seem to be tied up and here is a curve ball!For those new to this series, I recommend at least reading Cabinet of Curiosities which can give you some background.The author's notes at the end of the book gave the reader a great overview of the characters' entrances into the series. It was much appreciated.This is the best in the series and if you are remotely a fan of Pendergast, this is the one to read."
Tess of the D'Urbervilles: A pure woman (Harper's modern classics),,['Thomas Hardy'],,http://books.google.nl/books?id=FqUQzAEACAAJ&dq=Tess+of+the+D%27Urbervilles:+A+pure+woman+(Harper%27s+modern+classics)&hl=&cd=1&source=gbs_api,,1935,http://books.google.nl/books?id=FqUQzAEACAAJ&dq=Tess+of+the+D%27Urbervilles:+A+pure+woman+(Harper%27s+modern+classics)&hl=&source=gbs_api,,,B0006DG9OM,,A2VYSDQ4Q7B2TC,Grace,3/3,5.0,1172534400,"Emotionally Difficult to Read, but Hardy's Beautiful Prose Carries You Along","I went into ""Tess of the D'urbervilles"" with full knowledge of the harsh fate waiting for Tess, but that knowledge still could not prepare me for how harrowing and painful that journey was for her, and the reader. The character of Tess is so moral, innocent, kind, and unselfish against the society that is anything but, that Hardy's message of fate and social hypocrisy reveals itself full force in the novel. Tess has a love for life and an optimism that takes the harshest and cruelest society to beat down, and that is heartbreaking to behold.I thought this was going to be a stuffy English novel, despite the fact I quite enjoy (most) Victorian novels I read. However, I discovered that Hardy's prose flows well and is even beautifully poetic. Some of the best lines come from Tess's mouth, showing that she is not only morally upright, but also smart and incredibly perceptive.Hardy has a great way with words; romantic scenes are intensely passionate, emotional letters drip with feeling, and narrations delve into the feelings and thoughts of the characters so that the reader can understand, pity, empathize and sympathize with them. Most surprising perhaps is Hardy's understanding of the female mind; I think he has developed Tess into a believable and realistic heroine, and he has many interesting things to say about the differences of the genders, especially during that time period.""Tess of the D'urbervilles"" is a gorgeous yet heart-breaking novel. Not only does it entertain with its poetic prose and social themes, the novel also opens one's mind to the hypocrisy of the times; hypocrisies that even now may still appear in the thoughts and actions of people in this ""modern"" society."
Tess of the D'Urbervilles: A pure woman (Harper's modern classics),,['Thomas Hardy'],,http://books.google.nl/books?id=FqUQzAEACAAJ&dq=Tess+of+the+D%27Urbervilles:+A+pure+woman+(Harper%27s+modern+classics)&hl=&cd=1&source=gbs_api,,1935,http://books.google.nl/books?id=FqUQzAEACAAJ&dq=Tess+of+the+D%27Urbervilles:+A+pure+woman+(Harper%27s+modern+classics)&hl=&source=gbs_api,,,B0006DG9OM,,AKQ46PGAPL58M,kindlefanVB,2/3,5.0,1341878400,Still a classic!,"I decided to read this book after reading the Fifty Shades series....our main character in those books,Anastasia, refers to Tess several times and identifies with her. Anastasia of the Fifty Shades books is an English Lit. major...If you love history, and will immerse yourself in the times, you will enjoy reading, or re-reading this book."
Smila's Sense of Snow,"Smilla's Sense of Snow presents one of the toughest heroines in modern fiction. Smilla Qaavigaaq Jaspersen is part Eskimo but she lives in Copenhagen and keeps to herself. When her six-year old neighbor is killed, Smilla doesn't believe it was an accident and begins her own investigation of a case that even the police don't want to get involved in.",['Peter Høeg'],http://books.google.com/books/content?id=ukOTpw0AZCEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ukOTpw0AZCEC&printsec=frontcover&dq=Smila%27s+Sense+of+Snow&hl=&cd=1&source=gbs_api,"Farrar, Straus and Giroux",2010-04-01,https://play.google.com/store/books/details?id=ukOTpw0AZCEC&source=gbs_api,['Fiction'],,B000JGH1YI,,,,1/3,5.0,1039219200,"Weird, but good","This was a really new book, something surprising, a little bit disconcerting. I saw the movie first and then the book (see the movie! Gabriel Byrne rocks as the mechanic, Julia Ormond is a fantastic, tough, smart Smilla, and it's actually faithful to the book) and I found the book just as memorable as the movie. The writing is dense and thought-provoking: Smilla's judgment of everything she sees around her is relevant to everyone and completely uncompromising, and it slaps you in the face."
Bo Karate: Weapon of Self Defense,"Fumio Demura covers stances, striking, blocking, combinations, sparring, and an entire bo kata.",['Fumio Demura'],http://books.google.com/books/content?id=Hz1kLZYjwE0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Hz1kLZYjwE0C&printsec=frontcover&dq=Bo+Karate:+Weapon+of+Self+Defense&hl=&cd=1&source=gbs_api,Black Belt Communications,1976,http://books.google.com/books?id=Hz1kLZYjwE0C&dq=Bo+Karate:+Weapon+of+Self+Defense&hl=&source=gbs_api,['Sports & Recreation'],4.0,B000PSBQGO,,A246YIFE5M6M2C,"Shawn Kovacich ""Shawn Kovacich""",1/1,5.0,1213488000,Very Good Overview On This Traditional Kobudo Weapon,"This is a very well done book on the subject of the bo staff, and it gives you an outstanding overview of this kobudo weapon and its history along with a variety of techniques demonstrated by the author.The book then delves into the basic techniques you will need to know in order to effectively utilize the bo staff. This includes various grips, stances, strikes, blocks, etc. I felt that this was done in a very well organized fashion and the photographs and accompanying text adequately explained the basics of each technique. I did feel that in some cases more detailed text would have been appropriate, but it wasn't that much of a factor for the most part.The author is a noted kobudo and karate master and every book I have by him on the traditional kobudo weapons has simply been outstanding. I would recommend this book.Shawn KovacichMartial Artist/Creator of numerous books and DVD's."
Cape Cod;,"NEW YORK TIMES BESTSELLER ""Engrossing...entertaining...the perfect book to take to the beach."" - Boston Herald Two families, both carried by the Mayflower across stormy seas... both destined to generations of proud leadership, shameful intrigue, and passion for the sandy crest of land that became their heritage... This is the story of the Bigelow and Hilyard clans, from their first years on America's shores, through the fury of her wars and the glory of her triumphs, to our own time when young Geoff Hilyard must fight to save both his marriage to a Bigelow heir and the windswept coast he loves. It is a struggle that will take him deep into the past, to a centuries-old feud that never died..And on a dangerous quest for a priceless relic of American history that has lain hidden in the Cape for over two hundred years.",['William Martin'],http://books.google.com/books/content?id=afo3AQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=afo3AQAAQBAJ&dq=Cape+Cod%3B&hl=&cd=1&source=gbs_api,Hachette UK,2012-06-01,http://books.google.com/books?id=afo3AQAAQBAJ&dq=Cape+Cod%3B&hl=&source=gbs_api,['Fiction'],,B0006ASRK4,,A4H4KYSM2KQ85,Erika Mitchell,5/6,5.0,1153180800,Great Humor,"This book details the flora, fauna and people that Thoreau found in Cape Cod in the 1850s. Thoreau organizes the book around a single trip to Provincetown, although much of the material that he uses in the book came from various visits to the Cape, and to the ocean in general. He starts with a description of a shipwreck at Cohasset, then a stagecoach ride from Plymouth, then a walking trip with a companion along the outer shore to Provincetown. Along the way, he describes not only the plants and animals he encountered, but also the people who he met. The book finishes with a lengthy academic historical account of the discovery and mapping of the Cape.I found this to be the most humorous of all Thoreau's work. The character sketches he provides in this book, sharpened with his trained eye for observation of natural phenomena, are legendary. The cultural description of the Cape and its environment is quite fascinating for those interested in the history of daily life in 19th century Massachusetts. As Thoreau describes the desolate, treeless desert that made up the far reaches of the Cape, one begins to comprehend what it meant for an economy to be based on wood and whale oil for fuels. Thoreau stresses how valued driftwood was for residents of the Cape, as one of their main sources of heating and cooking fuel. Doubtless, he would not recognize the Cape today with its lush new forests. Or its Wal-Marts--switching to an oil economy has brought mixed blessings for the Cape. For those who think Thoreau to be a humorless didactic philosopher, this book shows a very different aspect of Thoreau as a writer."
Shades (Wesleyan Poetry Series),"Shades is a book of shadow and light cast between trees and sun, between day and room, between life and death. It acknowledges endings as beginnings; it offers compassion and tenderness, searching for hope in the richness of nature; it seeks the same resources within the human being. Heather McHugh’s companion volume to To the Quick (Wesleyan 1987) continues the music and brilliance characteristic of her work but moves more deeply into the metaphysical. She writes in paradox, with serious wit and intensity, the crafted language of “stitches in hand and birds in time”; “We part/ before we part; indeed,/ we part before we meet…” She studies “going matched with coming.” She begins with a series of elegies that bring sexuality and death into brutal juxtaposition. Living and dying are the occasions of these poems, the soul the ultimate concern. This poetry takes to heart the fundamental strangeness of being.",['Heather McHugh'],http://books.google.com/books/content?id=qjzHBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=qjzHBwAAQBAJ&printsec=frontcover&dq=Shades+(Wesleyan+Poetry+Series)&hl=&cd=1&source=gbs_api,Wesleyan University Press,2011-05-01,https://play.google.com/store/books/details?id=qjzHBwAAQBAJ&source=gbs_api,['Poetry'],,0819511374,15.11,A2H09Z1SL2WCOI,Chelle,1/1,4.0,998352000,Another Pick for Puns and Play,"Heather McHugh writes more delightful and profound poems in Shades. Her main concerns seem to be time and language, drawing from relationships. She often pulls in unexpected parallels, and she also tightens things together by playing with similar sounds.One example: In &quot;Inflation&quot; (page 25) she compares language to money and moving pictures. (&quot;Language wasn't any / funny money I was playing with, / no toy surprise&quot; and &quot;But now I'm dumb / to frame the stream / of stills I feel&quot; and, touching them together, &quot;a bill of silver senselessness--the seconds counted / in the hundreds, in the thousands, in the billions, till the till&quot;)It gave me great pleasure to read this book and I recommend it."
Content Area Literacy: Strategic Thinking for Strategic Learning,"Promote comprehension… Help students read to learn, not just learn to read. The Fourth Edition of this well-respected text introduces teachers-to-be and practicing teachers to the reasons for and means of promoting basic and higher-order literacy across the disciplines. The authors discuss content area literacy in the context of promoting reading and thinking as an integrated part of specific subject instruction. Throughout, the text engages teachers in thinking critically, constructively, practically, and professionally about the art and science of teaching and literacy development. Now updated and revised, this Fourth Edition features increased attention to the needs of ESL/ELL students, updated coverage on the role of technology in content area learning, and new material on emergent content area literacy. Highlights Coverage that spans specific subject instruction to school-wide content area literacy programming. Methods for pre-reading, si lent reading, and post-reading skills, helping students into, through, and beyond their reading and learning assignments. Instruction on validated means of improving reading comprehension in accord with the “scientifically based reading research” called for by No Child Left Behind and the National Institute for Literacy. Intelligent, engaging, and intellectually robust discussions of important educational and professional issues. Practical and user-friendly teaching methods.","['Anthony V. Manzo', 'Ula C. Manzo', 'Matthew M. Thomas']",http://books.google.com/books/content?id=aPFJAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=aPFJAAAAYAAJ&q=Content+Area+Literacy:+Strategic+Thinking+for+Strategic+Learning&dq=Content+Area+Literacy:+Strategic+Thinking+for+Strategic+Learning&hl=&cd=1&source=gbs_api,John Wiley & Sons Incorporated,2005,http://books.google.com/books?id=aPFJAAAAYAAJ&dq=Content+Area+Literacy:+Strategic+Thinking+for+Strategic+Learning&hl=&source=gbs_api,['Education'],,047115167X,,A19RSNS21L2PAY,"madguru ""madguru""",0/0,5.0,1284163200,How to manual,"I bought this book about 8 years ago or so (third addition) in the middle of my teaching career. It revolutionized my practice. Its really based on a constructivist view of learning where teaching is about facilitating your students ""construction"" of meaning and thus understanding as opposed to the teacher simply filling an empty vessel. This book is chock full of examples and step by step strategies that will make a difference in your teaching. I return to this book 8 years later and its still relevant as ever if not more so than when I picked it up the first time. I HIGHLY recommend it."
The Name Above the Title An Autobiography,,['Frank Capra'],http://books.google.com/books/content?id=0mZZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=0mZZAAAAMAAJ&q=The+Name+Above+the+Title+An+Autobiography&dq=The+Name+Above+the+Title+An+Autobiography&hl=&cd=1&source=gbs_api,,1971,http://books.google.com/books?id=0mZZAAAAMAAJ&dq=The+Name+Above+the+Title+An+Autobiography&hl=&source=gbs_api,"['Capra, Frank, 1897-']",,B000GT3RUU,,,,16/17,4.0,902880000,A solid biography for the film buff and the history reader.,"This is not a Hollywood confession, it is not a self serving ego trip, it is solid autobiography. Frank Capra made it by himself, he endured poverty, humiliation, and disappointment. He had brains, artistic sensitivity, and a boundless store of energy. As the son of immigrants he was given nothing except a work ethic. He worked his way through Cal Tech and got an engineering degree. With little job opportunity after graduation, he bummed it for a while over the southwest. Then he landed a job writing gags for Mack Sennett. He grew from there by writing screenplay. Capra was at his creative best when portraying realistic themes. The next step was directing, where he carried his realism to the top. Early in his career, Capra saw the Academy Award as the sign of artistic excellence,and set out to win one. He poured every ounce of his creative energies into his films. On several occasions he knew he deserved an Oscar, only to be disappointed again. Then he made it with &quot;It Happened One Night.&quot; Yet to Capra everything went wrong in making the movie: the wrong leading man, the rewrites, the arguments, the mistakes, the frustrations, the last minute changes. Your first Oscar is your toughest. After that Oscars came naturally to Capra, and he won a bundle of them. Now his &quot;name was above the movie title&quot; on the marquee. The book chronicles the making of his best films, each more interesting than the last. But Capra was more than Holloywood. He stood for artistic integrity and decency. He was generous and willing to help others; he also had his ememies, and was large of ego. He gave unsparingly of himself during WWII as the officer in charge of making Allied training and propaganda films. There's more about this man, much more. Its worth every moment of your reading time. Next Christmas, when they run &quot;Its A Wonderful Life&quot; on TV again, I guarantee you will appreciate the film more than ever. I would recommend this book to film buffs, and lovers of history or biography."
To lose a battle; France 1940,"To Lose a Battle: France 1940 is the final book of Alistair Horne's trilogy, which includes The Fall of Paris and The Price of Glory and tells the story of the great crises of the rivalry between France and Germany. In 1940 Hitler sent his troops to execute the Fall of France. A six-week battle with lightning 'blitzkrieg' warfare and combined operations techniques, the offensive ended the Phony War and sent the French forces reeling as their government fled from occupied Paris. For the Axis, it was a dramatic victory. But how was this spectacular result possible? In To Lose a Battle Alistair Horne tells the day-by-day, moment-by-moment story of the battle, sifted from the vast Nazi archives and the fragmentary records of the beaten Allies. Using eye-witness accounts of battle operations and personal memoirs of leading figures on both sides, this book steps far beyond the confines of military accounts to form a major contribution to our understanding of this important period in European history. 'Alistair Horne really brings home the pathos and human folly of war, and he writes brilliantly' The Times 'Horne follows his line unfalteringly. All the details are there: the small, fleeting triumphs, the greater disasters, the bravery, the cowardice, the stupidity and the intelligence ... that make war so fascinating and so terrible' Economist 'Horne completes his masterly trilogy ... the definitive account of one of the most efficient and astonishing campaigns of all time' The Times Literary Supplement One of Britain's greatest historians, Sir Alistair Horne, CBE, is the author of a trilogy on the rivalry between France and Germany, The Price of Glory, The Fall of Paris and To Lose a Battle, as well as a two-volume life of Harold Macmillan.",['Alistair Horne'],http://books.google.com/books/content?id=BopPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=BopPEAAAQBAJ&dq=To+lose+a+battle%3B+France+1940&hl=&cd=1&source=gbs_api,Penguin,2007-11-27,http://books.google.com/books?id=BopPEAAAQBAJ&dq=To+lose+a+battle%3B+France+1940&hl=&source=gbs_api,['History'],4.0,B0006D5ILW,,A2BYPYO39GNMMM,Al,0/0,4.0,1361232000,Interesting look at a debacle,"This is a superior narrative history of the fall of France in 1940. Horne examines the political and social changes in France following the end of WW I, and how these affected the French military and their ability to resist the German invasion in 1940. Horne examines the diplomatic and political attempts to resist, in addition to the ineffective military response by the French army and air force. Horne utilized an amazing number of sources and his narrative reads as a novel. I was completely absorbed by this book, and what I found particularly interesting was his examination of all aspects of the Maginot Line. I highly recommend this book, as well as his other work, The Price of Glory: Verdun, 1916."
Ojril: The Completely Incomplete Graham Chapman,"""'O.J.R.I.L. (Old Jokes and Ridiculously Irrelevant Links): The Completely Incomplete Graham Chapman' holds the distinction of being the only book ever published in the entire history of Western civilization with this title. (Although 'O.J.R.I.L.: The Completely Incomplete Graham Greene' came frighteningly close.) As if this great feat were not enough, this book also comprises a new collection of four unpublished, (and mostly) unproduced scripts by the late Graham Chapman of the legendary Monty Python's Flying Circus troupe."" ""The scripts include the much-rumored, but never produced, 1974 American TV special, 'Our Show For Ringo Starr', co-written with Douglas Adams. 'Jake's Journey', a TV sitcom filmed but never released, that was commissioned for CBS-TV. (It involves the misadventures of an American teenager in London and is very loosely based on 'A Connecticut Yankee in the Court of King Arthur'.) 'The Concrete Inspector' was written as a half-hour short-feature, and 'Tonight: VD' is a brief sketch written shortly before Graham Chapman's death in 1989. (""Must we all be so juvenile? It's only two letters, for God's sake."")""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved",['Graham Chapman'],http://books.google.com/books/content?id=VX9lAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=VX9lAAAAMAAJ&q=Ojril:+The+Completely+Incomplete+Graham+Chapman&dq=Ojril:+The+Completely+Incomplete+Graham+Chapman&hl=&cd=1&source=gbs_api,Potomac Books Incorporated,1999,http://books.google.com/books?id=VX9lAAAAMAAJ&dq=Ojril:+The+Completely+Incomplete+Graham+Chapman&hl=&source=gbs_api,['Performing Arts'],,1574882708,,A2NOZB6VZCTOI4,Robert I. Hedges,3/3,4.0,1072137600,Uneven But Still Very Funny,"I didn't know what to expect when I ordered 'Ojril-The Completely Incomplete Graham Chapman', but as a lifelong Pythonphile, I was interested by any original content from Graham.Essentially, this is a book of unpublished and unproduced scripts written by Chapman with others, notably Douglas Adams. Including the very short ""VD"", ""Jake's Journey"", a pilot for an American sitcom written immediately prior to Graham's death, the odd conceptual piece ""The Concrete Inspector"", and the hilarious highlight of the book written in collaboration with the equally offbeat Douglas Adams, ""Our Show For Ringo Starr"", which was a avant-garde script for an hour long TV show promoting Ringo's then current album ""Goodnight Vienna"". (The best line is when Ringo gets to say: ""The concept of a four-dimensional space-time continuum inevitably suggests that the universe looks like a prawn omelette."") I found ""Jake's Journey"" a bit tedious and formulaic, and the Ringo piece utterly brilliant, with everything else falling somewhere in between. Also of great use to the collector is a 'Chapmanography' of videos, recordings and books in which Graham somehow contributed.This book is a very quick read, and I recommend it to people interested in Graham or Monty Python, just realize that it really isn't a biographical work as much as a set of quirky skits."
Herb Gardening for Dummies,"A plain-English guide to the world of herb gardening Starting an herb garden isn't free, but it certainly outweighs the growing costs of buying retail herbs. Plus, adding homegrown ingredients to your meals is a healthy and tasty way to improve upon any dish you whip up at home. This friendly, hands-on guide is an excellent introduction to the world of herb gardening. It gives you tips and advice to grow a thriving herb garden that will add depth and flavor to home-cooked meals-as well as boost your health. How to choose, plant, and care for herbs Covers ready-made versus homemade soil mixes, starting plants from seeds, and other fundamentals How to prevent insects, pests, and diseases from invading your containers Over 30 herb recipes for everyday uses, including rubs, marinades, beauty products, and more Whether you're interested in getting step-by-step instructions for starting on your first herb garden or already have one and want to learn new tips and techniques, Herb Gardening For Dummies, 2nd Edition has you covered!","['Karan Davis Cutler', 'Kathleen Fisher', 'Suzanne DeJohn', 'National Gardening Association']",http://books.google.com/books/content?id=bkz7CAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=bkz7CAAAQBAJ&printsec=frontcover&dq=Herb+Gardening+for+Dummies&hl=&cd=1&source=gbs_api,John Wiley & Sons,2010-11-23,http://books.google.com/books?id=bkz7CAAAQBAJ&dq=Herb+Gardening+for+Dummies&hl=&source=gbs_api,['Gardening'],,0764552007,,AQRN2I355LZ3F,RENAISSANCE MAN,1/1,4.0,1303948800,Typically Excellent Starter,"Like most of the ""Dummies"" series, this is an excellent and rather comprehensive starter for its subject. Garden design, soil prep, plant selection, other useful products, choices as to seasons, and even a little medicinal herb information is offered. If you are interested enough to purchase this book, perhaps you will fill out some knowledge by choosing the many excellent books about growing herbs, use of herbs with food, and the medicinal use of herbs. The subject of plants is endlessly fascinating and the science of phytonutrients and medicinal use of plant substances is increasing exponentially... so it is always a good time to get started incorporating more healthy plants and plant extracts in your food and in your health regimen. This is a good ""get acquainted"" start for that. Blessings to you and yours."
"NIV/KJV Parallel Bible, Large Print",,,,,,,,,,0310929962,,A2BDE96KGVOL29,"Daryl Edwards ""Dj""",0/0,4.0,1236902400,Small Surprise,"Basically, I got what I expected except the print wasn't as large as i would expect for a ""large Print"" bible. But otherwise, I am very satisfied with the item as well as the shipping time."
